ir_ratio,clearance_norm,variance,combined_risk,label_terrain
0.47214485138211926,0.1321338283416712,0.257128292393106,0.3873053132971942,0
0.6201826315188109,0.05383813697261667,0.23783252907368188,0.5739841545404758,0
0.9028742741705063,0.006111289266376479,0.0815449497419284,0.8933402036190475,1
0.579851423279574,0.0230493515654176,0.2614629362663011,0.5664011820342965,1
0.8993588592341581,0.026981646623061763,0.060559832643195685,0.8745301898281453,1
0.0591001376769672,0.2501786545005341,0.06824058399470981,0.029325385294910633,0
0.7215400863329482,0.002740745325026042,0.19385669308062692,0.7161333701016955,1
0.19568998676961202,0.8157152283440742,0.1450854339726685,0.02955316500965925,0
0.3401269896050841,0.021726515121113867,0.2124406647463307,0.32251325945110254,1
0.353436687787922,0.010033531669294422,0.24272315982441017,0.3801593690956943,1
0.33916356261903435,0.018107176753120634,0.2103553838499631,0.3020147306238486,1
0.753677286213404,0.002928721683541372,0.18832174746737676,0.7772053703303833,1
0.0983938643990353,0.6034177241761373,0.08212448358394181,0.04809285971338059,0
0.9426762790238994,0.023641939330616885,0.05993054631913074,0.9102506098216121,1
0.9162770072295401,0.9113855249856272,0.08512141849034437,0.06203007364278411,0
0.22253732711643126,0.6805473256075739,0.17804245712441677,0.05934892593140137,0
0.3961475380448434,0.9391744816493625,0.24055374483630224,0.007751807271652079,0
0.48074307498593494,0.007589624240131926,0.24215800822867647,0.444692528906845,1
0.42333886166320267,0.8591257061436021,0.22457388497327518,0.06414541483900042,0
0.6984673664116263,0.8646910710499708,0.2155990477524162,0.11001715852558228,0
0.4594686201615459,0.03811839045215376,0.2629426349049958,0.46371652174972433,0
0.5173757427470028,0.024220538152607315,0.23797396748565255,0.5019419321701387,1
0.6143010251792214,0.6157529327408544,0.24249016339360704,0.2324901709568046,0
0.8088764411227278,0.02756331146107616,0.1591693515472755,0.7893606408898008,1
0.39575519425383077,0.02022528318430635,0.250026234041225,0.4114605437592195,1
0.7305863027561319,0.015563782250114502,0.19283967766575827,0.7272242565022449,1
0.9002777884829958,0.007405663512919019,0.08373189117062063,0.9108874759861115,1
0.7589590611160189,0.5506514150903803,0.18261579237711673,0.35987920644520816,0
0.908858684731333,0.6430939245147016,0.09328336334630415,0.31069364906220387,0
0.6421641354144594,0.022099137452349135,0.21439310165979966,0.6040791925586353,1
0.9548648998250822,0.012425802827762416,0.017602529459751166,0.9262179724012836,1
0.21274883984850868,0.38328287186632193,0.15602440792063138,0.11643295302998515,0
0.5120040364403164,0.3783785955643379,0.24232350320811696,0.32060343676108627,0
0.9956936439987691,0.02887488932741262,0.0,0.9757641824806093,1
0.5987571552442117,0.011409713021825706,0.24030487543633722,0.5937277165177323,1
0.3022896477318751,0.010757633606179474,0.21768828226782203,0.3043378536400006,1
0.24152655895435915,0.867840264567982,0.1706977354292765,0.0436604709271176,0
0.43657406397097925,0.01019960564162663,0.2576217975639647,0.42895739308866904,1
0.372504986029556,0.004714831074581169,0.24400321674569528,0.39550461802221965,1
0.7441467736758893,0.0057033620532429006,0.1951831234586286,0.7164591742643344,1
0.023533714578492293,0.4987239351470761,0.005407731270015353,0.0,0
0.4620174586266015,0.01509059488174017,0.24036001298642948,0.4670960476419136,1
0.8455995341444806,0.3825240231964482,0.12880117868455024,0.4964286003603219,0
0.9779910840691388,0.0155454574988023,0.02657786298914979,0.9444038098899787,1
0.07810518692441826,0.2220440817660712,0.08292044209216483,0.04862503209172936,0
0.8395239892851823,0.9167706399290217,0.1466887285667042,0.06258450736021928,0
0.5035461294531376,0.024247224375909773,0.23298670331611854,0.4336962662053059,1
0.9520192404056952,0.5162061630128115,0.06144218176596757,0.49082201350728605,0
0.29332512441711567,0.8705898336503733,0.21508471745108504,0.04835929875884773,0
0.8958906708314733,0.012482265421285626,0.08561173606539983,0.8938259783530542,1
0.9110902954746851,0.029638102979576773,0.09316528621882048,0.8691474999095697,1
0.6921783071617837,0.0066083780745591425,0.22133039950265385,0.6870959038266184,1
0.450353027117478,0.008897919916583666,0.22651212417015268,0.4491370850044224,1
0.5338430930386354,0.6411470323118661,0.2539254786818826,0.17330704019225066,0
0.8719323780822188,0.011462846997176472,0.11904237377887508,0.9015414774741699,1
0.3146665192061674,0.0026973337182474135,0.2311406804310241,0.34354094333427965,1
0.7432776050842924,0.019392929787121562,0.1840962453309161,0.7472870554330441,1
0.6913911607843516,0.7181440961960945,0.22411683607582686,0.16953264098247928,0
0.47719955046838847,0.6104956693695571,0.24371423024629835,0.2193035253355452,0
0.8494159366494975,0.013608908854862854,0.13363575640865255,0.8152345176843898,1
0.24194623658811576,0.1830941517756658,0.19743858946423193,0.2308972709403735,0
0.6778351410032466,0.029444102238724904,0.22118631405330158,0.656061958663764,1
0.6497671042470088,0.009992825888609119,0.24241502214395258,0.7010869545141054,1
0.45701973651404953,0.0021483822812527185,0.2656225939324332,0.44465665559300854,1
0.7533630228646339,0.26764438709574934,0.17820803870596888,0.5587128060251735,0
0.3854921775423572,0.9673364753110506,0.23589207638392964,0.007536911391404956,0
0.3125386330003288,0.9698418149900957,0.21001147623322852,0.0339747785398635,0
0.7315147530052266,0.003467973138536866,0.20745181000928337,0.7176229151690771,1
0.4615281081002919,0.06275489761404941,0.22886442358925596,0.4228285560624708,0
0.8997197376850805,0.025764169886328316,0.10794849673792944,0.8490034290141362,1
0.875909054873143,0.022238875884464316,0.12725653764264375,0.8716362084309291,1
0.2923993136238757,0.9812366814509639,0.1941438930885069,0.04267933133711657,0
0.667611271144542,0.00813739009567557,0.21733215341022688,0.636165983704,1
0.9381125713709113,0.003915122393305326,0.0763956220967679,0.9444297617746739,1
0.6867988263313698,0.010629614510287868,0.19725594009052574,0.6749340688726585,1
0.10212262515181958,0.6839365262239518,0.09023887858848334,0.05087516054920564,0
0.90236549764412,0.025485833316868198,0.08260880100276713,0.8978832099894087,1
0.5937891535891566,0.5947021213480125,0.23544866031810147,0.25221721692888116,0
0.5514466727426601,0.017002858311801868,0.25404911677269143,0.5162143173009388,1
0.7696967509738685,0.6473231177786494,0.17677370282773372,0.29611527047907554,0
0.35165605584517956,0.1907391724594776,0.22874199686444957,0.27214143037834787,0
0.9575793775866064,0.9074042218797967,0.04598983483385235,0.03959669614648322,0
0.6492181388900609,0.007914532784489694,0.22576612869235915,0.613436232323901,1
0.5774911209396778,0.720955147108469,0.24789378072086163,0.18003237375117992,0
0.8213633270800877,0.002612057290298461,0.12762978433604752,0.8034112513796351,1
0.6254107107435608,0.019714786601438824,0.227525948387228,0.6164923836725378,1
0.8123008501490696,0.48093457036031445,0.1745854825001305,0.44220052456463244,0
0.3732881636761586,0.06073818405508009,0.25146839841931273,0.3447849174110845,0
0.10170228367476108,0.6271024946679883,0.08668612296841731,0.05000030928352216,0
0.5669566135396983,0.8887046968325278,0.2571602868536981,0.03922018452618567,0
0.7029366254110383,0.012185943350352946,0.22217374001632706,0.6873409242108172,1
0.2907896424758274,0.12432083002271424,0.20017327215562236,0.22015155915329454,0
0.0001800389839627936,0.6088172868100442,0.0037367790211746015,0.0,0
0.8218413938586945,0.8003361466916101,0.14373663035966083,0.17781569063625918,0
0.5717477697501714,0.020614443105422695,0.2373525622561498,0.5430161089956116,1
0.9234317818867686,0.02807820001014538,0.04849319108044482,0.8962181770506348,1
0.6537164983321676,0.40217107665796575,0.23672245979821244,0.41551174507899613,0
0.7345304892483757,0.026717594832437318,0.18154312509191922,0.7472341123943665,1
0.9412178635463635,0.028202275719151973,0.0499001878978419,0.9065066442339241,1
0.5898671529198436,0.020636899408732524,0.23268085314126807,0.5729656050531077,1
0.8241206961651382,0.005922920386315132,0.14397828026412265,0.8106710602930368,1
0.5393511523188955,0.01634373834087989,0.2638048239775602,0.5132647710173456,1
0.5157624235310253,0.6291009261393907,0.25114692069525896,0.19003515673905472,0
0.3420075731992614,0.018940634342689746,0.2115649608820189,0.34294384415517515,1
0.3952540084845555,0.6776560851967502,0.22863396763243973,0.12820736312119102,0
0.8921146431684701,0.8369526633872795,0.10669307829654479,0.09767743503477186,0
0.6266941194451183,0.01747916644568466,0.24267781992159812,0.616048488038585,1
0.2659458558977916,0.15990798961120167,0.21177018023248173,0.19040920506484527,0
0.5005253720015153,0.00919684347650484,0.23001366831870496,0.4792956903166857,1
0.8811344139481188,0.4817599051841408,0.09354731573466388,0.45696971051268065,0
0.4156181863686542,0.9163142287073867,0.251632141704052,0.07400058095793223,0
0.19839095148730668,0.8659533195854422,0.1554289666676676,0.008295516372347777,0
0.635874126985208,0.025962399901729324,0.2272974556823378,0.6140953191547343,1
0.6433088027296295,0.3674714132826272,0.22449441240533968,0.39499311769612255,0
0.9102473752449693,0.6232930638208931,0.053538986159840374,0.3419544657357353,0
0.6227466142952265,0.42141774837419294,0.24123632784363316,0.38042477135249486,0
0.7321832739567051,0.8638231207253451,0.2055379160131403,0.12782781889991668,0
0.9713638581345255,0.2124375079171626,0.023462926228878522,0.7744121144874181,0
0.5905162978868421,0.8756773882232028,0.25466980867208,0.07455196745577265,0
0.8036589850000189,0.586020604042284,0.1502722845297251,0.3782604336340092,0
0.49740179859834127,0.023038721989529762,0.24508061907286324,0.49193270523166527,1
0.6575253278355283,0.862442179298997,0.23356433887307332,0.06306591395964346,0
0.4128794432674895,0.024639608234116647,0.23390276868915147,0.40588956074388616,1
0.9263704487055298,0.11862823152395291,0.07592627047338701,0.8133124644231879,0
0.9043705953525536,0.00855821779757367,0.09813152946662046,0.901435407343214,1
0.7320490846309937,0.021812482885717067,0.1856619350230394,0.7050526202530473,1
0.5353583351593709,0.01099953767421931,0.25015341720196604,0.5293417945813823,1
0.4798790544034011,0.011556178949382958,0.25422653234804915,0.4672074598220135,1
0.8299566217462232,0.6944184132946192,0.12620266782451567,0.25083205520437046,0
0.5206758701184835,0.006832386426859559,0.25606052655635936,0.5411975906708973,1
0.6193003637474503,0.7828056000245931,0.22617938466601845,0.1493220491953932,0
0.7939461060577677,0.011486845272372103,0.1586855253679836,0.7615698299296598,1
0.19152299442053933,0.5717107031633788,0.13739518678749735,0.08213898102576388,0
0.9487939802138732,0.028718035362226283,0.05019007634534129,0.9211831435105146,1
0.752982430132612,0.268777586231105,0.1826487193662585,0.5648907096967427,0
0.8253522128319764,0.6077530274958481,0.14406020868146535,0.34390929540963733,0
0.5545677903690194,0.15333711466187944,0.25909681669387213,0.4784091901240282,0
0.7445133490503122,0.00668193671132018,0.20076222931217383,0.7884381839845529,1
0.5723491824382639,0.3414410040230169,0.2546511531256329,0.40299697562207887,0
0.4877914964440926,0.02787024809045356,0.26117518354081437,0.4991465608931476,1
0.70860548474689,0.5922085649839504,0.20976149363276916,0.2768240030052284,0
0.9686869644628192,0.20991511825572962,0.008714450704493778,0.8021110360878528,0
0.44968953698496983,0.9876071287814316,0.24683150010554678,0.0004956419611710167,0
0.49388170537925,0.5957288821408241,0.2636131496860559,0.23334197587424702,0
0.7157608369648012,0.029051308060485833,0.21883121107663128,0.6924597086725554,1
0.8239765038792091,0.0030599058745274586,0.14168639018903148,0.796077761482401,1
0.449877316755515,0.34647335960305425,0.25086172732761963,0.25857171582938643,0
0.7887949438106211,0.8160380884925629,0.200143214321084,0.12356560924616558,0
0.662409852352776,0.2711621971333878,0.20312010093350177,0.4688474443707406,0
0.7344218743157938,0.025220122676876507,0.19226641362481825,0.7503773620774232,1
0.47759266525850186,0.012161589705805876,0.24535923410004537,0.4536848193791095,1
0.35148766454404384,0.009441345086797675,0.2097892670842244,0.362088373315403,1
0.7659298421692087,0.05148805376643268,0.18263365477759058,0.7146958196869614,0
0.6268809237585425,0.4333600687599435,0.22763139344846253,0.37376759395772796,0
0.623511799537242,0.027336874922971037,0.23286006718612723,0.5778896124513025,1
0.3530129862216329,0.021634424277952372,0.22254982562429862,0.37214074611732867,1
0.7319816092736072,0.7800161625210623,0.18716286934377982,0.1812018461073517,0
0.07005566062555013,0.9547095973692005,0.049824061050168636,0.011925517677757343,0
0.4670381640988237,0.010092201558138987,0.2588624507229077,0.45036581151891253,1
0.6789827729147893,0.6225644641372523,0.2202522802524772,0.24468877605451197,0
0.20821521487627737,0.6977166316736492,0.16629550180260122,0.0489547323419177,0
0.8888086655833147,0.01323242299649203,0.09960566498709328,0.8990931038890756,1
0.4225984437203048,0.028849707477697814,0.2379583621782615,0.3991746287109063,1
0.568106663090961,0.10217537344549248,0.2539098019175013,0.531467171654207,0
0.47508590856069444,0.22808896482196248,0.25111394470444043,0.34907141714922607,0
0.5173039772279141,0.006586635308612431,0.24166864942082528,0.5293491443055798,1
0.9649474796821311,0.009355238459515884,0.034560230066636666,0.940231327533971,1
0.8934195606199092,0.21483635407922752,0.08913169381032626,0.6952183173826957,0
0.44453780649249985,0.3631042523755132,0.25128205065980186,0.2936083038377314,0
0.6351370481158264,0.2370017222963317,0.23936661383840535,0.45917467098778136,0
0.7726537532777423,0.0015417830734158686,0.1669478410332299,0.7594322585039303,1
0.31534850085224625,0.013933790574473663,0.2112033720109384,0.31736462913536956,1
0.9756201157158643,0.4431199582114999,0.023782873513759455,0.5406354670328064,0
0.7720120654136914,0.8778764090412882,0.18821243409942853,0.08583446452956786,0
0.36160367521399106,0.019142654228495152,0.2408198495433163,0.35229543485555603,1
0.8566098052873911,0.3001844166925179,0.12793786656750775,0.5903458744105039,0
0.404138003333284,0.025604172533194917,0.25523625931759497,0.4250481805622812,1
0.19619149374208367,0.38042526112092273,0.16345285684647398,0.106006338358972,0
0.8245946415509503,0.3376212651026019,0.14059382185171898,0.5515631934710267,0
0.5725525888966176,0.021667395735356497,0.23964173240219608,0.5460913220538517,1
0.5181033870806009,0.027235305528790953,0.2666800152516192,0.4792967880135889,1
0.5687134095241301,0.541644338362005,0.2243861326131354,0.2549248309083185,0
0.07680699609791575,0.5238826600949982,0.06147557055630529,0.04990263826735263,0
0.33931631518140104,0.014786560594121676,0.206499941009251,0.31319624298774995,1
0.3476266092689786,0.6493691461170903,0.21655456738725395,0.12166524249481195,0
0.5101888850962615,0.028812873103106998,0.24051831995708356,0.481656308982901,1
0.7205896657587967,0.019706757051578868,0.21216976765082912,0.7222714989732806,1
0.7367173248180492,0.5890843814787456,0.19220516758481998,0.34368518679604737,0
0.8109752069943177,0.028856735266980123,0.15053568107667586,0.7839379939223944,1
0.49853290297260566,0.24516498557913433,0.24380876638009671,0.39467470861415765,0
0.5621053101443101,0.022552111971635935,0.24843142253283812,0.5764677943580536,1
0.6271511090590265,0.0056941518125082306,0.21880457835200884,0.6195773243500987,1
0.754228878597953,0.013364516246419685,0.20053512526216546,0.7573072271282669,1
0.4709784227833548,0.015331452232088092,0.22069400489259017,0.44240011505347443,1
0.6813974904852269,0.029002140256425894,0.2162755256217437,0.7003831897193854,1
0.45736873718919224,0.0018004420164194949,0.2559865313770077,0.4360358744097949,1
0.3485017421632184,0.009397233315918905,0.2270360274893375,0.3271216667855775,1
0.3815290177381846,0.5439543148917368,0.23753842080549123,0.15633397053854572,0
0.36867138350132156,0.5638510288769096,0.22001790432619647,0.15409387861216078,0
0.6781264010341463,0.6255677849176758,0.21529634350804988,0.272317545664422,0
0.8032600149042091,0.8458660880097717,0.16871329380533379,0.14971503311918175,0
0.9578991712257046,0.005910347109127578,0.039718953872952927,0.97577040560055,1
0.7099984605701809,0.27890221675933885,0.21280607786724248,0.505880996456968,0
0.34228839418614593,0.01825658524696983,0.21895849606057977,0.35297382371405506,1
0.02317608369701174,0.7979788598576409,0.010651910524701344,0.014056118197493242,0
0.4116089881341487,0.020908007267865843,0.25706391348536606,0.4142372849770899,1
0.4645513873948597,0.020099985287010975,0.23028945261214165,0.4716335531915007,1
0.5161732395121916,0.021219930651408595,0.24648388303463123,0.5131361779802343,1
0.38696687764561966,0.021175188354957904,0.2432786424531781,0.37560445643097934,1
0.7977524500959006,0.8341466199426116,0.14363655344089088,0.14268187498661875,0
0.7092672047211342,0.9527452823967498,0.19516859512608148,0.03047200244423173,0
0.9136656253520167,0.21022832141026165,0.08550828497966713,0.7155446269015912,0
0.2786029753615311,0.8073197170980354,0.20697839596175302,0.08655002313582671,0
0.6589213200720524,0.009406806602984307,0.22771402696920356,0.6743300906730243,1
0.601051036228891,0.974777801026116,0.23924406624976416,0.04064219068137573,0
0.6047479614420073,0.5910588165231376,0.25078000927675076,0.2455952333937922,0
0.7310136834375016,0.026062771557222426,0.21404125883478214,0.7054265490020445,1
0.9304045513942152,0.023483814702060127,0.059506554749143396,0.9173876046676044,1
0.5320066483102293,0.017933678014544364,0.23826339223383822,0.4900116809629592,1
0.7335832610226583,0.5323755544266454,0.20163937884641156,0.3614916416497104,0
0.4130213664004282,0.005720290319046557,0.24257551528179727,0.42372751169008976,1
0.8705443909013292,0.47252443165412744,0.10538188020209768,0.44508104671932697,0
0.030284192840991264,0.15789624260832186,0.013726258615844405,0.02544158283231675,0
0.7773929187047831,0.4850811071538477,0.18413812782421274,0.39375199414407525,0
0.4980773447731136,0.6123637514785882,0.2682301329244815,0.21637156907589136,0
0.20052507758923577,0.10044282975959348,0.16158774968432607,0.17010505333914983,0
0.6076443065346975,0.005441950779706026,0.23541876483734164,0.5924926485744868,1
0.2772041856569428,0.3883932021449037,0.21554222545168147,0.16507161937907922,0
0.4570658979963001,0.0034989928904007868,0.24800128129777071,0.490729669961766,1
0.07894027849819019,0.9723939884792597,0.07613981756313201,0.01841289413277588,0
0.20425472441833448,0.1768516602589139,0.16855525720322598,0.16149646941433024,0
0.36367889389879926,0.00875244420378753,0.2415075901486257,0.35311581088682426,1
0.7550235789659339,0.019244196266718402,0.18137591176374443,0.7304903750788352,1
0.633301042988345,0.5562297808131921,0.23163429183517442,0.2814693478586715,0
0.8034681311350207,0.009810254919114076,0.1563615051865405,0.7974271498601333,1
0.1824973548428639,0.3662411627646979,0.15013242430537274,0.10133014107650612,0
0.007412126476131431,0.41416065844711847,0.024546402594463387,0.0,0
0.8611405768240128,0.018809026891032078,0.1213540937359092,0.8414912956052347,1
0.42796002117194165,0.009937174336511412,0.2240074152780284,0.40780380758422224,1
0.11540206962356914,0.14326659999065255,0.08828094874039144,0.0825243041972728,0
0.4141686043061341,0.023096771054682334,0.2506579830501767,0.4077755958986836,1
0.7069833391495601,0.02906259549712823,0.19383660776818915,0.6944012240344929,1
0.47006640012097867,0.009253157594722271,0.2575354833242476,0.46988934725038844,1
0.5155706152187145,0.16008404973792367,0.24731456188907058,0.426490480129846,0
0.8349704607853539,0.010362829434957078,0.13919904907569605,0.8350261173716266,1
0.6392919310738476,0.013319608606594244,0.21814009629658224,0.6322123692913441,1
0.06765604243153467,0.7878494972193478,0.08449662059619233,0.017761912955692464,0
0.38719728342823084,0.01318052710028338,0.25401574140840144,0.3864209498326747,1
0.9640271188536602,0.006360114545136867,0.042540038444353556,0.9938466928468525,1
0.4812764495181293,0.8882594301007424,0.2564967122437153,0.061699024036291385,0
0.48038336738376963,0.028155211299470528,0.2547410192516854,0.4786385337631669,1
0.7645269356819439,0.29148234881626284,0.17469064769726228,0.48595787498046034,0
0.7967054357147856,0.023003419720418847,0.16989550047175397,0.7897590769286943,1
0.7432202504026062,0.8086753538415068,0.17914203903967,0.14513361561523364,0
0.7800708031852372,0.01880925572116993,0.1600316831877049,0.7575574545935652,1
0.9880336630017827,0.025045812891590805,0.02229491032709232,0.9621658422220735,1
0.47377747206487497,0.006717757571847874,0.26594109001433214,0.4952129916821829,1
0.9360631688915353,0.0104444437510804,0.05862119847940426,0.9443330249991972,1
0.7960414885796884,0.013112260901592367,0.17084780499931745,0.7935290161646613,1
0.923230667739658,0.001513736726183459,0.07150763857272077,0.9266714392575915,1
0.4642311698476631,0.016671351474231415,0.2593385441740697,0.4586479754160638,1
0.8258634351437154,0.8131775434201945,0.13968787114310188,0.16064287737664934,0
0.36590272659825646,0.007530536181145007,0.22652247535811762,0.36152752468878535,1
0.9529383904262617,0.4749295105399737,0.058781767448542535,0.5031106636758108,0
0.587534407923529,0.015564607757287683,0.2275192724186643,0.581540015266945,1
0.9801553485521237,0.019916949780108315,0.009655188110443073,0.9445978615392855,1
0.9778688847941674,0.6708915431167576,0.011561108328911954,0.3146539297159774,0
0.08986288473491033,0.8811771060066098,0.0719599797536222,0.0,0
0.6560722424629568,0.009164849926779111,0.21550351772288678,0.6355893366384182,1
0.11106658659358248,0.7832615361357516,0.09079995902060001,0.04534840838251297,0
0.8871468078118292,0.5472860539186689,0.10619872473882416,0.4040226984612272,0
0.9134184347080176,0.020597103461155095,0.0696016567773558,0.8784191423172655,1
0.5876386051929974,0.023521250290831672,0.2537118930634588,0.5676875744794739,1
0.42165652682158816,0.6032248656287729,0.24306538720055457,0.1575220217893305,0
0.617330629922169,0.023620771431810194,0.24422555047448843,0.6100266314579231,1
0.9243449555031013,0.6763549831220486,0.065941008707515,0.2980147667041514,0
0.970669226196462,0.5090284027220137,0.035036437317606375,0.46986319935395016,0
0.014810240714154599,0.22358105460437178,0.01288802622672539,0.0,0
0.7744156197065482,0.006586538044753624,0.16524138426112456,0.8015164242286925,1
0.9918870619371684,0.4413286311092166,0.00979421478512709,0.5607973571695545,0
0.34517807313742477,0.018969880612524328,0.2265426060790896,0.33561831951177395,1
0.6417016466690858,0.007410384086781821,0.23592180788371464,0.6365180250991008,1
0.4517073920064587,0.9951349462627025,0.23681957830352715,0.0,0
0.7048590161153196,0.0023118305046022896,0.20718841565270787,0.6901747758291501,1
0.1848891955885028,0.3234275371988336,0.17696807349509147,0.12323276900767426,0
0.7943171400226672,0.009546489807524487,0.15551826546078265,0.7639355741027809,1
0.4639290071085017,0.004029490723459056,0.24109154500405136,0.4671075736110554,1
0.7921045379847184,0.019797949412014768,0.16626530153605157,0.7595878110327876,1
0.919199844489637,0.02558393767456746,0.058900810509175526,0.9090639878071527,1
0.1546132440198339,0.1889425677506581,0.11296688567070964,0.14326853982025406,0
0.11179775182045826,0.23846393164517588,0.099504616046841,0.10881139785622636,0
0.7135042751793014,0.41449864140671894,0.20495107100595783,0.43635943857542253,0
0.4590713795216429,0.021539071633740536,0.25725540729284896,0.44441106762291405,1
0.5678154601507032,0.011219175477641195,0.23711900630795543,0.5677512313997667,1
0.5909490966534812,0.003301485206108219,0.2555118340321412,0.5816756931658097,1
0.4579633160499438,0.5799632706477879,0.25574033512912153,0.1416746896007695,0
0.5330328849390766,0.07245212979044859,0.24243034398709618,0.500307484393406,0
0.6360861123333088,0.01753834752803487,0.21327181451182536,0.6361141417190175,1
0.5324056079220322,0.008196494867792581,0.27173504973476353,0.5237539694495796,1
0.32339757635325117,0.06580508175927458,0.21138170493537337,0.2868046965458368,0
0.4401807743503571,0.817643821216828,0.24075178110425033,0.042949330513458985,0
0.8166050940616038,0.5853028681969978,0.14813329759674734,0.33499805619447837,0
0.061114362356462726,0.1651968406057927,0.05406896976399021,0.020691348706513877,0
0.7742789212156875,0.01729151021331604,0.17780098194341598,0.781041097391302,1
0.42186225542973743,0.9281510236911464,0.2334191650631024,0.06255661399644478,0
0.043100534458331174,0.9936681079698998,0.050720179515078456,0.0,0
0.7327179847664038,0.0037458252920875585,0.20355756487502505,0.7298050778876711,1
0.9291314581859822,0.026690981450953135,0.06758930163043839,0.8997656591495397,1
0.8501101648466127,0.028520759655664828,0.1131722047196344,0.7984616222989871,1
0.8073478597420713,0.029564178128508374,0.16648302602417372,0.8061361280392446,1
0.8929792564436438,0.027974828584109778,0.10272208832283114,0.8655405939759289,1
0.3872520148456824,0.1932243865553545,0.22895071905835446,0.31008808175573366,0
0.6957789396028751,0.02136002643839571,0.21050296559491072,0.6675726183199457,1
0.40584890040214594,0.14392396014606684,0.243933983493586,0.3405667549267511,0
0.3393574410769352,0.028264973946513238,0.21522927388514768,0.3536907316124777,1
0.3414711324550287,0.8616768984032805,0.23476145891884984,0.07299595666350689,0
0.528598412166966,0.4469594698250004,0.24305030953751003,0.3133387034309093,0
0.56116744374642,0.7888779909016488,0.24665173739330684,0.12695367894574283,0
0.5921907767285115,0.01081420699036324,0.234502711249614,0.5806633849662688,1
0.757744958948026,0.022929084687775336,0.18689366372638014,0.715791662483134,1
0.6669038308661737,0.5717748702585965,0.22869226222907094,0.3448106534367332,0
0.8463770848476502,0.021574888540950247,0.1364458350284768,0.831284432693497,1
0.585865776442033,0.006446383049772314,0.2289477145750934,0.5938750973502188,1
0.4116222966816786,0.2415841984841542,0.2640120596531337,0.3162364613157284,0
0.485947066466222,0.0015574721434810286,0.24278524159313633,0.4787250783860224,1
